PuzzleId,FEN,Moves,Rating,Themes
iGp0P,r3q1rk/pR3p1p/4pPpQ/3p4/5R2/7P/P1P3P1/7K b - - 8 29,e8f8 h6h7 h8h7 f4h4 f8h6 b7f7 g8g7 f7g7 h7h8 h4h6,1666,"['attraction' 'deflection' 'endgame' 'master' 'mate' 'mateIn5' 'pin'
 'sacrifice' 'veryLong']"
iHWhx,3R2nk/6pp/2p3r1/1p2p3/4Pp1P/1BP4Q/2P2qPK/8 b - - 1 38,h7h5 d8g8 h8h7 g8h8 h7h8 h3c8 h8h7 c8g8 h7h6 g8h8,1927,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
iIrNE,R2b3Q/1p1qkp2/3p4/3Pp3/1NP1P3/8/7P/4rN1K w - - 4 32,h1g2 d7g4 f1g3 e1e2 g2g1 d8b6 c4c5 b6c5 g1f1 g4f3,1589,['fork' 'mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
iJ5E1,r3r1k1/ppp2p1p/3b2pB/2p2Q2/5P2/2P2B2/1qPK4/6RR b - - 0 22,a8d8 g1g6 h7g6 f5g6 f7g6 f3d5 e8e6 d5e6 g8h8 h6f8,2440,"['discoveredAttack' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
iMOsA,8/4rk2/3b1pp1/pp1B2n1/2pp1rP1/P2P1P2/1P4K1/1R5R b - - 1 38,f7f8 h1h8 f8g7 h8g8 g7h6 b1h1 g5h3 h1h3 h6g5 h3h5,1514,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
iNJr5,r4n1r/2pp1k2/p1b2PpB/1pq1P3/4N2Q/8/PPP3PP/3R3K b - - 13 26,c5c2 e4g5 f7e8 f6f7 e8e7 g5e6 g6g5 h4g5 e7f7 g5f6 f7g8 f6g7,2354,"['advancedPawn' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
iNLR2,rq5r/3pkpp1/p3p3/2p1P3/2PNBP1p/6n1/PP1Q2PP/R4R1K w - - 1 20,h2g3 h4g3 h1g1 h8h1 g1h1 b8h8 e4h7 h8h7 h1g1 h7h2,1119,"['attraction' 'discoveredAttack' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'sacrifice' 'veryLong']"
iNth3,6rk/1p3p1p/p2Pp3/4P3/3BQb2/1P4rq/P4RP1/4R1K1 w - - 0 28,e1e2 h3h2 g1h2 g3g2 h2h3 g8g3 h3h4 f4g5 h4h5 g3h3 e4h4 h3h4,2455,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
iOQcu,1r3r1k/p5p1/7B/3Bp3/5pQ1/2qP4/P4PPP/R3K2R w KQ - 0 24,e1e2 b8b2 e2f1 c3d3 f1g1 b2b1 a1b1 d3b1 g4d1 b1d1,1874,"['backRankMate' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
iPxY0,4Nk2/p6p/b7/2p3R1/8/7P/Pr1r2P1/4R1K1 b - - 1 36,a6b7 g5f5 f8g8 e8f6 g8h8 e1e8 h8g7 f6h5 g7g6 f5f6 g6h5 e8e5 h5h4 f6f4 h4g3 f4g4,2452,['endgame' 'exposedKing' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
iRW4C,2kr2b1/ppp5/6p1/8/qP1r4/6P1/PQRP3P/K1R5 b - - 8 30,d4b4 c2c7 c8b8 c7c8 d8c8 b2e5 c8c7 e5c7 b8a8 c7c8,1537,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
iSjgO,r2q1r2/pppb2k1/5RBB/2bQP3/8/8/PP4PP/n6K b - - 0 19,g7h6 d5f3 f8f6 f3h5 h6g7 h5h7 g7f8 h7h8 f8e7 h8f6,2735,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
iSnko,rn2k2r/ppp2ppp/8/2b1P3/2B1p1Q1/3P4/PPP2qPP/R1B1K1NR w KQkq - 1 10,e1d1 f2f1 d1d2 e4e3 d2c3 f1e1 c1d2 e1d2 c3b3 d2b4,1654,['mate' 'mateIn5' 'opening' 'veryLong']
iSwQA,K1k5/8/P5p1/7p/7P/6P1/8/8 w - - 1 53,a6a7 c8c7 g3g4 h5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q g1g2,1844,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong' 'zugzwang']"
iUYgV,5rk1/4Rppp/3p4/1BpQ4/Pq5P/5P2/1Pn3P1/6K1 b - - 2 30,b4b2 d5f7 f8f7 e7e8 f7f8 b5c4 d6d5 c4d5 g8h8 e8f8,1856,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
iUvoh,r2r2k1/1p3p2/3p2p1/7p/5q2/6RP/PQ3P2/6RK b - - 3 28,f4h4 g3g6 f7g6 g1g6 g8f7 b2g7 f7e8 g6e6 h4e7 e6e7,1625,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
iVoMv,3r2k1/pR3ppp/1p2p3/8/4Q1NP/P1P2P2/1P1r2q1/1K5R w - - 0 32,h1h2 d2b2 b1c1 d8d1 c1d1 g2f1 e4e1 f1d3 h2d2 b2b1,2534,"['attraction' 'killBoxMate' 'mate' 'mateIn5' 'middlegame'
 'queensideAttack' 'sacrifice' 'veryLong']"
iWq5E,2k4r/pp2qp2/2p3p1/8/3P4/2NQ1Rb1/PPP3P1/6K1 w - - 4 23,c3e4 h8h1 g1h1 e7h4 h1g1 h4h2 g1f1 h2h1 f1e2 h1e1,1904,['attraction' 'endgame' 'master' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
iWrUV,8/Q5pk/3R3p/2p1rp1q/P1P5/5Pn1/1B5P/5R1K w - - 0 35,h1g2 e5e2 f1f2 e2f2 g2f2 h5h2 f2e3 g3f1 e3d3 h2d2,2481,['attraction' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
iXD0c,1k5r/1pr2p2/p2Qp1n1/3pP3/P2N1q1p/1R1R4/1PP5/1K6 b - - 1 29,h8c8 b3b7 b8b7 d3b3 b7a7 d6b6 a7a8 b6a6 c7a7 a6c8,2087,"['attraction' 'deflection' 'mate' 'mateIn5' 'middlegame' 'pin'
 'queensideAttack' 'sacrifice' 'veryLong']"
iXiJD,2k1rq1N/ppp4p/6p1/8/2PP3b/4Q2P/PP4P1/RN4KR w - - 1 19,e3f3 e8e1 g1h2 f8d6 g2g3 e1e2 h2g1 d6d4 g1f1 d4d1,2340,['fork' 'mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
iYL2W,3kr1r1/Nb5p/1p2qp2/3P4/2P2R2/8/P1Q2PPP/5RK1 w - - 1 30,d5e6 g8g2 g1h1 g2g1 h1g1 e8g8 c2g6 g8g6 f4g4 g6g4,2170,"['attraction' 'doubleCheck' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iYRRc,3r3r/p1Q1nkp1/5pq1/8/2P4p/4PP2/PP3P1P/R1B2R1K w - - 3 21,f1g1 g6g1 h1g1 d8d1 g1g2 h4h3 g2g3 d1g1 g3f4 h8h4,2219,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iZ1ls,3r4/p1k5/1p6/2p3Q1/2Pn4/KP1n1P1N/P6P/8 w - - 5 38,f3f4 d4c2 a3a4 d3b2 a4b5 a7a6 b5a6 d8a8 a6b5 c2a3,2025,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
iZPsO,r4r2/7p/pnq1Nppk/1p2Qn2/5P2/1P3R2/P1B3PP/6K1 b - - 3 24,f5h4 e5g5 f6g5 f4g5 h6h5 g2g4 h5g4 f3g3 g4h5 e6g7,2539,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
iZQbr,r3k2r/pp1b1p2/3pp3/2p1b1q1/4P1N1/3P2pP/PPP1B1P1/R2QR1K1 w kq - 3 21,g4e5 g5e3 g1h1 h8h3 g2h3 e3f2 e5g4 g3g2 h1h2 g2g1q,1979,"['advancedPawn' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'promotion' 'sacrifice' 'veryLong']"
iZTfc,5rk1/1pp4p/p3p1NQ/3p2PP/1b1P4/3P3r/PP1K4/R7 w - - 3 27,d2c2 f8f2 c2b3 h3d3 b3b4 f2b2 b4a4 b7b5 a4a5 d3a3,1718,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
iahgD,5bk1/5ppp/p4B2/5N2/5P2/2P2QP1/q3r2P/3R2K1 b - - 0 29,g7f6 f3g4 g8h8 g4g7 f8g7 d1d8 e2e8 d8e8 g7f8 e8f8,1901,['endgame' 'master' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
iak3F,8/8/p7/1p5p/1P3K1k/P5p1/6P1/8 b - - 0 49,a6a5 b4a5 b5b4 a5a6 b4a3 a6a7 a3a2 a7a8q a2a1q a8d8 a1f6 d8f6,2061,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
iatTT,4Q3/2pR2pk/1p5p/bPP4n/4P1N1/7P/6P1/B1q3K1 w - - 4 32,g1f2 c1e1 f2f3 e1g3 f3e2 h5f4 e2d1 g3b3 d1c1 f4e2,2295,['mate' 'mateIn5' 'middlegame' 'veryLong']
ibNeI,7K/5k1P/8/1p6/8/P7/8/8 w - - 1 52,a3a4 b5b4 a4a5 b4b3 a5a6 b3b2 a6a7 b2b1q a7a8q b1b2,1542,"['advancedPawn' 'endgame' 'master' 'mate' 'mateIn5' 'pawnEndgame'
 'promotion' 'quietMove' 'veryLong']"
ic4kY,3r1br1/4pk1p/7q/3P1p2/Q1P1p3/P3PP2/3B3P/1R3R1K w - - 1 29,a4d1 h6h2 h1h2 d8d6 b1b6 d6b6 d5d6 b6d6 d1e1 d6h6 e1h4 h6h4,2504,['master' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
icCsZ,4r2k/6pp/1p6/p2P2q1/2Q5/P3rP2/6PP/R2R2K1 w - - 1 28,d5d6 e3e2 c4g4 g5e3 g1h1 e2e1 d1e1 e3e1 a1e1 e8e1,1960,"['backRankMate' 'clearance' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
icKLB,1r2b3/6k1/4p2p/2R3pP/3rB3/1P3QPK/P4P2/6q1 b - - 0 38,b8d8 c5g5 h6g5 h5h6 g7g8 h6h7 g8g7 h7h8q g7h8 f3f8,2456,"['advancedPawn' 'attraction' 'mate' 'mateIn5' 'middlegame' 'promotion'
 'sacrifice' 'veryLong']"
idCHl,8/1k2q2r/p1pQP1p1/PpP1Bp2/1P2pP2/4PbRP/7K/8 w - - 7 64,g3g6 h7h3 h2h3 e7h7 g6h6 h7h6 h3g3 h6g6 g3f2 g6g2 f2e1 g2e2,1414,['attraction' 'endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
ieFEc,5qk1/1brn1pp1/4p3/3p2Q1/1pr2P2/2N1PB2/1P4RP/6RK b - - 1 35,b4c3 g5h6 g7g6 g2g6 f7g6 h6g6 g8h8 g6h5 f8h6 h5h6,2390,"['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice'
 'veryLong']"
iet1P,r7/pp1bRR1p/1b4pk/2n5/1nPN4/8/2B2PPP/6K1 b - - 2 30,b4c2 f7h7 h6g5 h2h4 g5f4 d4e2 f4f5 h7f7 f5g4 f7f4 g4h5 e7h7,2749,['mate' 'mateIn5' 'middlegame' 'veryLong']
ifaxR,5rk1/4pp2/3p2Q1/1npP4/q3P3/5RPP/1P4K1/5R2 b - - 0 26,f7g6 f3f8 g8h7 f1f7 h7h6 f8h8 h6g5 h3h4 g5g4 f7f4,1235,['endgame' 'exposedKing' 'master' 'mate' 'mateIn5' 'veryLong']
ifhzL,k2r4/p3Q1p1/2p1p3/2Npq3/4P1P1/BP2R3/P1P2K1r/8 w - - 4 28,f2g1 h2h1 g1h1 d8h8 h1g1 e5h2 g1f1 h2h1 f1f2 h8h2 f2g3 h2g2 g3f4 h1h2 e3g3 h2g3 f4g5 g3g4,2438,"['attraction' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
igBX2,1r4rk/3bpp1p/3p1P1Q/2p1nNP1/1p2PR2/1RnP3P/2q3BK/8 b - - 0 29,g8g6 h6h7 h8h7 f4h4 h7g8 f5e7 g8f8 h4h8 g6g8 h8g8,1837,"['attraction' 'fork' 'hookMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
igR2U,r3rnk1/p4pp1/1pp2n1p/3pN3/3P4/1P1B2Pq/PNP2Q2/4R1K1 b - - 5 22,f6g4 f2f7 g8h8 e5g6 f8g6 e1e8 a8e8 f7e8 g6f8 e8f8,1900,['discoveredAttack' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
igTzt,8/6k1/Q3bnp1/8/1P6/7P/1P3r1K/6R1 w - - 0 36,h2g3 f6e4 g3h4 f2f4 g1g4 g6g5 h4h5 e6f7 a6g6 f7g6,1917,['endgame' 'mate' 'mateIn5' 'veryLong']
igrdU,7k/2p3pp/P1p1q2r/3pP2r/1P3p2/2Q2Pb1/2P1R1PP/R5BK w - - 1 32,a6a7 h5h2 g1h2 h6h2 h1g1 h2h1 g1h1 e6h6 h1g1 h6h2 g1f1 h2h1,1544,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
ihDhV,5bk1/8/3PQ2p/3Pp3/5pp1/5P2/4Bq1P/7K b - - 5 38,g8h7 e6f7 f8g7 e2d3 e5e4 d3e4 h7h8 f7e8 g7f8 e8f8,2591,['endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
ii4DJ,1kqr3r/pp4p1/1bP5/3p1p2/6p1/1Q4P1/PP1NP1BP/2R2RK1 w - - 2 21,g1h1 h8h2 h1h2 d8h8 g2h3 h8h3 h2g2 h3h2 g2h2 c8h8 h2g2 h8h3,1868,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iiQLi,r4rk1/1pq1bpp1/4p2R/3pP1N1/2b3R1/8/2P2PPP/q1BQ2K1 b - - 1 27,c7e5 h6h8 g8h8 g4h4 h8g8 h4h8 g8h8 d1h5 h8g8 h5h7,1926,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iiTkF,2rk4/1Q3ppp/2np1n2/8/8/3qB3/PP3PPP/2R1K3 b - - 0 22,c6e7 e3b6 d8e8 c1c8 e7c8 b7c8 e8e7 b6d8 e7f8 d8f6,1766,"['deflection' 'discoveredAttack' 'exposedKing' 'mate' 'mateIn5'
 'middlegame' 'veryLong']"
ik7cG,r1r3k1/1p3p1p/4p1pP/p3R3/P2P3Q/P1q5/5PPK/8 b - - 1 26,c8c4 h4f6 g8f8 e5e6 c3d4 f6e7 f8g8 e7e8 a8e8 e6e8,2183,['endgame' 'mate' 'mateIn5' 'pin' 'sacrifice' 'veryLong']
ikvmt,8/6p1/6Rp/1P3B2/5kP1/5P2/r5PK/r7 w - - 2 46,b5b6 a1h1 h2h1 f4g3 g6e6 a2a1 f5b1 a1b1 e6e1 b1e1,2213,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
il1Ln,1k3r2/p1pQ2pp/1r3q2/4N3/8/P7/5PPP/2R2RK1 w - - 3 25,c1c7 f6f2 f1f2 b6b1 c7c1 b1c1 d7d1 c1d1 f2f1 f8f1,1215,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
il5Ke,7R/1k2b1r1/1p3p2/Q1p5/P1PpP2P/3Pn3/3K4/1R3q2 b - - 5 36,f1b1 a5a8 b7c7 h8c8 c7d6 c8c6 d6e5 a8b8 e7d6 b8d6,2328,['endgame' 'mate' 'mateIn5' 'veryLong']
ilyZK,1k5r/pb1R1p2/1p4pr/2p1q3/QPP1P3/P5P1/5PB1/4R1K1 w - - 1 26,e1d1 h6h1 g2h1 h8h1 g1h1 e5e4 f2f3 e4f3 h1g1 f3g2,2095,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
in0DY,2k4r/ppp5/2n1p3/6B1/2Bq1Pn1/2N5/PP2Q1P1/R4RK1 w - - 3 21,f1f2 h8h1 g1h1 d4h8 g5h4 h8h4 h1g1 h4h2 g1f1 h2h1,2142,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iocBB,2rr1b1k/5p2/7p/1q2P3/ppNp3R/3Q1P2/P1P2P2/1K5R b - - 3 35,b5c4 h4h6 f8h6 h1h6 h8g7 d3h7 g7f8 h7h8 f8e7 h8f6 e7d7 f6d6 d7e8 h6h8,1389,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
iomDS,4r1k1/3n1pp1/7p/R2N4/2pP2n1/4PNPK/Q4PP1/7q w - - 5 35,h3g4 e8e4 d5f4 d7f6 g4f5 h1h5 f4h5 g7g6 f5f6 e4e6,2731,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
iqeQZ,6r1/5ppk/ppr2n1B/2q2P2/P6R/5QRP/5PPK/8 b - - 0 39,g7h6 h4h6 h7h6 f3f4 h6h5 g3g8 f6g8 g2g4 h5h4 g4g5 h4h5 f4g4,2359,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iqysJ,R2k1b1r/5ppp/1N1pb3/4p3/4P3/4BP2/1q4PP/2R3K1 b - - 5 21,d8e7 e3g5 f7f6 c1c7 e6d7 c7d7 e7e6 a8e8 f8e7 d7e7,1798,['mate' 'mateIn5' 'middlegame' 'veryLong']
ircPk,r4r2/1b5k/p3pBRb/1pQRPp1p/4qP2/2P4P/PP2B3/4K3 b - - 0 26,h7g6 c5g1 g6f7 d5d7 f7e8 d7e7 e8d8 g1b6 d8c8 b6c7,2055,['mate' 'mateIn5' 'middlegame' 'veryLong']
isQTr,r3k2r/7p/p1Q3p1/4Pp2/8/q4N2/P6P/4n2K b kq - 0 30,e8f7 f3g5 f7g8 c6e6 g8g7 e6f6 g7h6 g5f7 h6h5 f6g5,2288,['endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
isSwA,Q7/p4p2/3kp3/3n4/1n6/3p4/1PP1NPPP/q1BK1BNR w - - 0 16,c2c3 a1a4 b2b3 a4b3 d1e1 d3d2 e1d2 b3c2 d2e1 b4d3,2407,"['advancedPawn' 'attraction' 'exposedKing' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
isjv8,3r2k1/2R4p/p2qb3/1p6/6Pr/1PQ1P2K/P4P2/N5R1 w - - 0 41,h3h4 d6h2 h4g5 d8d5 g5f6 h2h6 f6e7 h6f8 e7e6 f8d6,2090,['fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
it2y4,5k2/pp6/4p2Q/3pP3/3q3b/PP1B3P/r7/7K b - - 3 35,f8e7 h6g7 e7d8 g7f8 d8c7 f8d6 c7c8 d6e6 c8b8 e6d6 b8a8 d6f8 h4d8 f8d8,1994,['backRankMate' 'endgame' 'mate' 'mateIn5' 'veryLong']
iv02I,3rr1k1/5p1R/2p1b1p1/pp4P1/3bNB2/1P1q1PK1/P7/2Q4R b - - 0 35,e6d5 h7h8 d4h8 h1h8 g8h8 c1h1 h8g8 e4f6 g8f8 f4d6 d8d6 h1h8 f8e7 h8e8,2305,"['attraction' 'fork' 'master' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
ivFJC,r3r1k1/pp1q1pb1/6pp/2Pp3n/3B4/P1N2P2/1P3PKP/R2Q1R2 w - - 2 18,d4g7 h5f4 g2h1 d7h3 f1g1 e8e1 d1e1 h3f3 g1g2 f3g2,2240,['deflection' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
iwHRd,r6r/1pp1kpp1/p1p4q/2b1P3/4Pn2/6P1/PPP3PN/R1BQRN1K w - - 3 17,c1f4 h6h2 f1h2 h8h2 h1h2 a8h8 f4h6 h8h6 d1h5 h6h5,1033,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
iwJlM,4r1k1/p4ppp/1pn2q2/8/6QN/6P1/P3rPBP/R3R1K1 w - - 2 20,e1d1 f6f2 g1h1 e2e1 d1e1 e8e1 a1e1 f2e1 g2f1 e1f1,1641,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
iwRqg,2r2nk1/1b4b1/p2p4/1p3N2/6Q1/3B3P/Pq4P1/2rRR2K b - - 4 29,c1d1 f5e7 g8f7 d3g6 f8g6 g4e6 f7e8 e7g6 e8d8 e6e7,2478,"['deflection' 'discoveredAttack' 'exposedKing' 'fork' 'master' 'mate'
 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']"
iwTEK,3QQ3/p1B3pk/5p1p/2p2q2/8/1P4PK/P6P/8 w - - 3 32,g3g4 f5f3 c7g3 f3f1 h3h4 g7g5 h4h5 f1h3 g3h4 h3h4,1233,['endgame' 'mate' 'mateIn5' 'veryLong']
iwcNH,3r4/p6k/1p5p/4Bpp1/8/1P3q1P/P1Q2P1K/3R4 b - - 0 36,d8d1 c2c7 h7g6 c7g7 g6h5 g7f7 h5h4 e5g3 f3g3 f2g3,1324,['endgame' 'mate' 'mateIn5' 'veryLong']
j1CN7,r7/5Rpk/7p/8/4p1qP/1R2P1P1/3Q1P1K/5r2 w - - 3 41,b3b7 f1h1 h2h1 g4h3 h1g1 a8a1 b7b1 a1b1 d2e1 b1e1,1782,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
j1Kap,2r5/P1P5/4p3/4P3/8/4Bkpp/2R2P1K/8 w - - 0 64,h2g1 h3h2 g1h1 g3g2 h1h2 c8h8 e3h6 h8h6 h2g1 h6h1,1593,['advancedPawn' 'endgame' 'mate' 'mateIn5' 'veryLong']
j1uaa,2r4k/6p1/5p1p/1p3q2/1PrP4/1Q6/1B2RPPP/2R3K1 w - - 7 34,c1c4 f5b1 b2c1 b1c1 c4c1 c8c1 b3d1 c1d1 e2e1 d1e1,1850,['backRankMate' 'endgame' 'mate' 'mateIn5' 'veryLong' 'xRayAttack']
j2P2g,2r3r1/1b2kp1p/p3p3/1pP5/n2B4/P3PN2/3nBPPP/2R2RK1 w - - 3 21,f3d2 g8g2 g1h1 g2g1 h1g1 c8g8 d4g7 g8g7 e2g4 g7g4,2268,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
j2i6H,r1bq2k1/pp2r1pN/2p3Q1/3P2B1/2P5/8/PPP2bPP/RN3RK1 w - - 0 20,f1f2 e7e1 f2f1 d8b6 c4c5 b6c5 g5e3 c5e3 g1h1 e1f1,1431,['backRankMate' 'deflection' 'mate' 'mateIn5' 'middlegame' 'veryLong']
j3chx,Bb5r/3k1pp1/p2Npn2/1p5p/1B1P3q/PQ2P2P/5nP1/R4RK1 w - - 0 22,d6f7 b8h2 g1h2 f6g4 h2g1 f2h3 g2h3 h4g3 a8g2 g3h2,2712,"['attraction' 'deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'pin' 'sacrifice' 'veryLong']"
j3ond,1r1r1k2/p4p1R/2p1p3/1b6/2pP1n2/5P1q/PPQ5/2K3R1 b - - 0 24,h3f3 h7f7 f8e8 g1g8 e8f7 c2h7 f7f6 h7g7 f6f5 g7e5,2295,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
j3uwu,Q7/1P5p/4bk2/3p2p1/1q6/3B1pPP/1P3P2/4R1K1 w - - 1 33,g1f1 e6h3 f1g1 b4e1 g1h2 e1f2 h2h3 f2g2 h3g4 h7h5 g4h5 g2h3,1760,['attraction' 'deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
j5BvV,7k/5rb1/pp1P2Qp/2pN4/P6q/5p1P/1P3P2/R2R2K1 w - - 0 35,g6f7 h4g5 g1f1 g5g2 f1e1 g2g1 e1d2 g1f2 d2c1 f2b2,1490,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
j5Pgs,r2qk2r/pp3pp1/3b4/2pp2N1/4n3/2PBPPp1/PP4P1/R1BQR1K1 w kq - 1 16,g5e4 h8h1 g1h1 d8h4 h1g1 h4h2 g1f1 h2h1 f1e2 h1g2 e4f2 g2f2,1811,"['attraction' 'deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
j7448,4r2k/4r1pp/p5N1/1q3pPP/3pbB2/R1P3K1/3Q3R/8 b - - 1 34,h7g6 h5g6 h8g8 h2h8 g8h8 d2h2 h8g8 h2h7 g8f8 h7h8,1674,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
j7GCY,r6r/p5Rp/2k5/2pp4/8/1PP5/P2Nn1PP/5R1K b - - 4 27,e2c3 f1f6 c6b5 g7b7 b5a5 b3b4 c5b4 d2b3 a5a4 f6a6,1823,['endgame' 'mate' 'mateIn5' 'veryLong']
j8qeF,5k2/7p/p3Q2p/1p1p1P2/3P1K2/P5N1/1P3rq1/4RR2 w - - 7 42,f4g4 h6h5 g4h4 g2h2 h4g5 h2g3 g5h6 g3g7 h6h5 f2h2,1992,['deflection' 'endgame' 'mate' 'mateIn5' 'pin' 'veryLong']
j9Jms,5k2/1R3Bpp/3b4/2q2Q2/6n1/8/P1r2PPP/5RK1 w - - 3 23,f5g4 c5f2 f1f2 c2c1 f2f1 d6c5 g4d4 c5d4 g1h1 c1f1,1861,['backRankMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
j9eIj,r1b1kb1r/5pp1/pB5p/1p2PpN1/2B1p3/P7/1PP3PP/2KR3R b kq - 0 17,b5c4 d1d8 e8e7 h1d1 h6g5 b6c5 e7e6 d8e8 f8e7 e8e7,2081,"['clearance' 'mate' 'mateIn5' 'middlegame' 'quietMove' 'sacrifice'
 'veryLong']"
j9wVw,r3k2r/ppp3pp/2n1p3/6q1/8/3PnK2/PPP1NPP1/RNBQ1R2 w kq - 3 12,c1e3 c6e5 f3e4 g5f5 e4d4 e5c6 d4c4 f5d5 c4c3 d5a5 b2b4 a5b4,2215,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
jAadk,2r2rk1/p3bppp/1p2N3/8/8/2BP3b/PP3P2/2KR2R1 b - - 0 24,h3e6 g1g7 g8h8 g7g8 h8g8 d1g1 e6g4 g1g4 e7g5 g4g5,2220,"['attraction' 'doubleCheck' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
jBO3X,2r2rk1/1b2bpp1/p3pn1p/1p2N3/3P1N2/Pq1BB3/1P3PPP/1Q3RK1 b - - 4 20,f6d5 d3h7 g8h8 e5f7 f8f7 f4g6 h8h7 g6f8 h7g8 b1h7 g8f8 h7h8,2250,"['deflection' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
